cat,label,review
洗发水,1,洗发水一直用清扬，清扬洗发水一直在京东购买，是正品，值得购买，快递给力！
手机,1,180度旋转摄像头，手写触摸屏幕，支持MP3铃声，支持多媒体影音播放
水果,1,很新鲜啊！脆脆的！很甜，唯一不足的就是有点小，比想象中的小好多！数量还可以，价格也还可以，好吃就行！第一次在京东买水果，以后再来！
计算机,0,大体感觉外观设计比较粗糙，快捷键的位置手感不好，右侧的插鼠标的U口偏下（在光驱以下）使用起来困难，由于是新品改装XP系统比较困难，需从宏?香港主页下载驱动
衣服,1,到宝贝了，买给朋友的，跟实图一样，穿着好看他也喜欢。而且卖家态度很好，物流也挺快的没等多久，裤子摸着舒服，质量不错，我觉得是一次很满意的购物。
洗发水,1,"质量非常好，与卖家描述的完全一致，非常满意,真的很喜欢，完全超出期望值，发货速度非常快，包装非常仔细、严实，物流公司服务态度很好，运送速度很快，很满意的一次购物"
平板,1,质量不错，帮客户买的使用了段时间
洗发水,1,很高，价格非常实惠。随便找几个图来拿京豆
水果,0,每一个都是酸的。苹果不是又香又甜吗？难道我买到假的了？
衣服,0,"裤子材料太次,以次充好"
衣服,1,裤子收到了，质量非常好这个价格买到这样质量的裤子简直太高兴了，下次还来这家店买，建议大家可以买，质量很好的
平板,0,32G内存跟16G的没区别，卡得很，机子反应太慢了，用不到1个月时常黑屏。
衣服,0,气味重，还掉色，果然便宜没好货
水果,1,很好，很新鲜，也很脆，收到货立刻吃了一个，很好吃
水果,1,好评！京东一如既往的好！继续支持！吃了一个很不错！
洗发水,1,一直在京东买这个洗头膏，真的很好用，还很划算
衣服,1,好裤子，料子好，尺码正，有小小的弹力，穿着舒服，推荐购买。
酒店,1,环境不错，服务也可以，不太好找，不能上网实在不方便
洗发水,0,不知道是本人的原因还是因为啥，用过之后会掉头发
水果,1,苹果包装好，但个头不统一，有极小的哦，口感不错，冷鲜真不错
衣服,1,款式很不错，穿的很舒服。物流速度快。。五分噢！！继续加油加油↖(^ω^)↗
计算机,0,中通太垃圾，到了不通知，很多地方都不送到，得自己去取，京东也太那个了，大件也不用好点的快递。还有有哪位大哥知道麦克风咋弄啊，我的麦克风没声音
衣服,0,裤子质量不好 才拿到手就开线 在大腿这
衣服,0,布料差，色差大，
水果,1,可以，是冷藏保鲜的……当时就洗了一个直接开吃，口感也没什么让人觉得不好的……都ok 值得买
衣服,1,穿上很舒服 大小合适 面料不错料不错
平板,0,手机还好 像素1300万 我想说有300万吗 还没有我已经用了两年的800万的好
衣服,0,收到的跟照片的根本不是一样，而且裤脚好大，穿上就跟七八十岁的老大爷一样165的也长出好多，直接可以拖地的，也就没有下次了，我也是醉了
书籍,1,这本书我已经来回看了5遍了，每次都是说不出来的感动，觉得照着书上所说，我就可以变成万人瞩目的美女，（呵呵，小女子爱做白日梦），但是照着那个洗脸法来尝试，脸色真的有很大的好转，原来老是脸色发黄，现在白嫩了很多，连吝啬夸赞我的老公都说怎么用这个洗脸这么白呢。更关键的是，用书上那个转腰和下腰的运动，再加上脸部按摩，觉得自己的鼻梁有所增高，强烈建议想魅力无穷的女士人手一本。
洗发水,1,东西很划算，还有赠品，沙宣大品牌，值得信赖!
衣服,1,裤子质量很棒，穿上很舒服，卖家态度也超好的。
衣服,1,不错，很好款式好看，质量也不错。
计算机,1,送货快，下单后第二天下午就送到了。应该未被拆过，特意看了下，连个指印也没有。Vista也还好，不觉得比台式机开机时慢很多；送的包包很喜欢，好多小包包，很有趣。
洗发水,0,用完头发很毛糙，一点儿都不顺，真心感觉是假货。
书籍,0,我现在有点怀疑是不是她的女儿写的这本书！很幼稚的写法，很傻的笔力，很无聊的字眼，一天连上几次厕所都要写得话，我觉得不是作者有病，就是日本有病！！！实在不能容忍这种东西，这本书我是白买了！！！但有一个好处就是教小孩如何认字的
平板,0,差差差真卡渣渣品牌以后在也不相信大品牌了坑是了
洗发水,0,感觉是假的，头皮屑越洗越多
书籍,1,这本书与一般的儿童书籍不同，让孩子知道结局并不都是“幸福地生活在一起”，野兽也会永远不可能再变回王子，“无法挽回”也可能就是结局。这是生活中经常遇到的事实，达尔让孩子们了解到现实的残酷，但我们不需要因为有不好的事实存在而沦陷在绝望中。生命的意义被达尔在这本书中向孩子们揭示：生命是用来做有利于人类的事情的，生命的强大，不在于它的长短，而在于你是否能用自己的生命照亮更多的生命！
蒙牛,1,个人比较喜欢蒙牛的新包装
水果,1,包装完美，无损坏的，真的不错哦！
酒店,0,位于友谊路金融街，找不到吃饭的地方。酒店刚刚装修好，有点气味，我能忍受，同事不行。酒店、楼下餐厅、酒吧、日式料理都是科技大厦单独承包出去的。入住的时候还是第一个月试营业，宽带很不稳定，打电话报修居然以正处试营业期来搪塞。没好就不要让客人住嘛，强烈鄙视这一点。
衣服,1,班尼路T恤柔软透气，穿起来很舒服，大小合适，物流快。
计算机,1,"1)金属外壳,具有很强的科技和商务气息;  2)键盘大小和普通笔记本差不多,手指可以完全放开，不用担心键盘小;  3)运行速度快，我装过Vista和Windows7 RC，都能流畅的运行，我现在用Win7 RC，使用快两个月了，上网、看电影都没有问题；  4)比较轻巧，相比普通笔记本是轻太多了，前段时间出差带着它，和同事的大块头笔记本一比，感觉就是轻，同事说也要买个小本出差用!"
酒店,0,较其他地方的莫泰，这家大床间面积很大，经济型酒店感觉莫泰比如家住的舒服。餐厅套餐28块，比较贵，如家才18
水果,1,赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞赞
计算机,1,简单大方，配置不错，但我是5399买的，看到有留言说4299就抢购到了，心里觉得有一点点不平衡。
水果,0,这个很一般，打开第一眼挺好，结果把套子    去掉就大小不一了，而且还有坏的。吃起来的话，仅有的几个大点的还行，那些小的感觉不像富士，味道和大的不一样。总之感觉不如去超市买了。还有要说的就是配送员是个没见过的人，没穿京东制度也没骑京东小车，就一个私人电动车送过来的，感觉有点奇怪。
衣服,0,不是很好@裤腿太小.码数也不对
酒店,0,有苍蝇和蚊子
酒店,1,一个不错的酒店，如果不抽烟的话就住4层的无烟客房，适合一家人度假住，我在那里住了4个晚上，当然海滩和酒店园林就不如亚龙湾的天域度假酒店的漂亮，三亚湾吊床都没有的，天域就有，三亚湾假日好像俄国人比较多，
酒店,1,这年头居然宽带还要收费，发了2封邮件用掉80多元，有点想钱想疯的感觉。酒店房间一般，就这样子，交通还算便利。唯一好的是自助餐厅，去的时候真好半价，性价比较高总之，我不会住第2次
水果,0,这简直就是坑人啊！这幺小的一个。
书籍,0,你想让孩子成为一个幽默的人吗？你想让孩子成为一个想象力丰富的人吗？你想让孩子开心、大笑起来吗？卡梅拉就是不错的选择。卡梅拉那些奇特的想法，给生活一个个小小的插曲，就像平静的湖水上轻轻的涟漪。拿到卡梅拉后，第一个享受的是我自己，第二个是老公。然后才是我两岁的宝贝女儿。虽然对整个故事情节她还理解不了，但是，里面的很多场景让她很开心。比如，卡梅拉们摆出各种各样地姿势钓鱼的场景。下蛋的场景。让模仿力很强的女儿也摆出了各种姿势，让全家充满了欢乐。我想人人都会喜欢卡梅拉，生活中也需要卡梅拉。
水果,0,苹果太酸了，以后再也不会买了，京东超市也不敢相信了
酒店,1,相当不错宽带速度很不错。周边环境也可以个人比较喜欢
水果,1,很好吃，儿子喜欢，很新鲜，下次还来
书籍,1,为什么如此平淡无奇的爱情会令我心情跌宕起伏呢？作者朴实无华的文字却又不时夹带着细腻的描写， 丝丝入扣、潜移默化的同时，将引发感动的种种细节埋进我们的心里，在最后一刻肆意地爆发！看完了故事，哭的很彻底，以至于餐厅的服务生不时观察我这边的动静，生怕我有任何突发的举动。。。在如今的社会，如此纯净美丽的爱情，真的只能纪念哀悼而已了吗？
平板,1,快递快，服务好！东西用一段时间后才知道！
衣服,1,裤子质量很好，面料穿着也舒服，手感很好，款式好看，做工精细，非常满意。物流也很快。实物和图片相符，五星好评。客服也很热情，专业。
衣服,0,衣服的马数不行
洗发水,1,还不错的洗发水 用着挺好的 好评好评
水果,1,苹果多次购买了。这次618活动买了3箱，共有13个伤得比较严重。JD售后很好！
计算机,0,"因为是16:9的物理分辨率,整体看起来屏幕比较矮,看高清不错但是玩游戏可能不太习惯需要适应.还有就是送的杀毒软件完全没有太大用处,还不如送鼠标"
衣服,0,谁买谁后悔，东西本来就不值这个价钱，买回来一看跟我平时在***买的*质量差不多。早几天买了以后，隔了一天就便宜*一条。找他们理论，客服说只能退货重拍。最气人的是，退货物流显示21号已经到他们售后部了，25号问他们退款什么时候给我，还跟我说退货没到。拖了我两天，经过我不断烦扰他们，终于在今天给我退款了。。反正谁买谁后悔，垃圾品质，垃圾服务。。。
水果,1,吃了一个很好吃，大爱！支持京东！
水果,1,第二次回购了，苹果比第一次的甜，比较喜爱偏甜的，不过苹果丑了好多?，五星
酒店,1,这次假期就是为了看江南小镇，所以在网上看到这家酒店就订了，感觉特别的好，就是晚上有点怕人，整个大院子被红红的灯光笼罩着，让我想起了[大红灯笼高高挂]，但白天就很好了，人不多，整个院子就是我们娘俩的了，而且房间里的布置也特别有味道，让我家老太太高兴得不得了。以后有机会再来同里，还要住这里。
水果,0,这次买的直径80mm的潘苹果一点都不好吃，不香不甜就不说了，吃起来还绵绵的一点都不脆爽！根本就对不起这个价钱，再也不买了
洗发水,0,物流太慢，等了好几天
酒店,0,来的路上导航显示四星级， 妈呀！这哪是四星级呀，前台服务员高傲服务态度超级超级差。下次来浦东肯定不住这里。
手机,0,写短信不方便，主要表现在在车公交车上时不能很方便的发短信，但是所有的手写手机都这样，不能扩充内存，内存太小，只能存10首歌曲。这就意味着MP3、MP4功能是多余的MP3播放不能后台运行，电池使用时间3天左右。手机备忘录只能输入40个汉字，80个英文字母。手机游戏太少，而且简单。
平板,1,这个平板电脑真不错，点个赞
计算机,0,个别按键加工有些粗糙，表面不够光滑，用三维软件画图时曾出现过一次蓝屏，重启后没有再出现此问题，可能是误操作；说是13.3寸屏幕，看起来像14寸的，拎在手里有点重；送货员要求先付款再验货有些不爽；
书籍,1,"这本如夏天般绚烂的书,已被我深深刻在了心底,心中的那份感动,仍在心湖荡漾开涟漪,久久不能平息.....这是我看晓溪的第一本书,从此喜欢上了晓溪结局对我来说是美好的,一开始,我就很喜欢欧辰,而洛熙也获得了无可替代的平静,很美好...不过,也许我比较倒霉,第三部竟然少了30多页,只好重买一本,但我一点也没心疼,这部书带给我的远远不止那几十块钱!"
平板,0,太令人失望了，把系统升到醉新的以后不停的黑屏，打着游戏也黑屏
衣服,0,很差，衣服的领子就好像染色了一样看起来很脏，质量也很差。
手机,0,电池太差，MP3音质太差。
水果,1,包装不错 封面有图看?刚刚好十二个，没有烂的，好像是刚刚摘下来不久的
酒店,0,如果不是实在订不到其它酒店，怎么也不能住这啊！条件差就差呗，价格还不便宜。我打算至少50年内不会再去了，建议携程删除此酒店。
计算机,0,"机子确实比较热.... 屏幕没有卡扣,很不习惯,怕时间久了屏幕转轴松后,合不严实了."
水果,0,第一次在京东买水果，特别失望！火龙果重量不够，两个不到1kg
计算机,1,1：外观不错，很适合MM用。 2：性价比高，该有的功能都有了 3：完美屏，反应速度很快
洗发水,1,京东618这几天买东西真的海鲜价啊，本来129都想买的了，不过想想不急，第二天早上起来就便宜了13了，哈哈哈哈，还多了一个赠品，梳子，果断入手啊！！！好不好用不知道，刚好想要换个牌子使用，这个销量拍前就选这个了
水果,1,苹果看着还不错，没有压坏，不过还没有尝好不好吃
衣服,0,最悲剧的一次购物、第一次发三天才到.不知搞什么飞机、三天不说了、还颜色发错、果断退货、退货快递一天就收到、邮费还自付、说以后退、好吧!请问这是消费者错吗?店家霸王条款、收到后还打电话说自己没发错、后来还是承认发错、悲哀寄过来又等三天.还空运、还没我陆运快·晕.质量像小作妨生产、到处线头、不值此价、
平板,0,买来宝贝坏了，更换了一个，新的还没来价格就降了一百，外储还是用不了，也不想换了
平板,0,这一分是给手机的，至于京东服务必须差评，手机收到当天发现掉价2*然后打电话给客服协商解决问题，客服说可以退差价但是只能退*，因为买机器时候有送手机壳，我就奇了怪了手机壳不是赠品吗吗吗怎么还有这么个说法，于是再协商说退我*京东券，想了好吧，就这么着吧，反正以后总要买东西，就接受了，今天想起洗发水没了，挑好洗发水什么的，去结账发现竟然不能用券，what，逗我呢，不是说全场通用吗？吗？吗？这又是闹哪样，总之，千万不要返券，都是坑，自己的钱不能用我买什么鬼，以后遇到这事，坚决退货重买，退货重买退货重买，记住了吗亲们！喵了个咪的，少我。*还什么也不能买，搞毛线。骗人技术一流，欺负我们不懂政策是吧。
书籍,0,内容空乏无物，语言哗众取宠，全书不成系统，就象个蹩脚大夫行医。这是我从当当网购的900多元钱书中最差劲的一本。
洗发水,0,跟以前买的不一样了 差评 洗了头好痒
热水器,1,已经是买的第三个啦 双十一买的很合算 比我去年买的时候便宜了60块 双十一是639
洗发水,1,一直用这个，很舒服！这个套装特别好，小罐装的外出带着方便实用！快递师傅态度好！速度快！！
洗发水,1,非常好用，一直在京东超市买洗发水，物美价廉物流超快！
衣服,0,垃圾和地摊上买的*一个货色洗完褪色这是京东买过醉烂了一条裤子
洗发水,0,不好用 洗完都是头皮屑
水果,1,商品很不错哦，感觉非常好，不错不错，推荐。
平板,0,付款后，一周多才收到货，这就是所谓的京东自营，感觉再也没爱了，以后买东西也不会先选京东了。平板刚拿到手，性能也不知道咋样，希望能好点吧
计算机,1,1699元能拥有本本和包非常满意，装XP也比想象中顺利。外观漂亮有大厂风范，键盘舒服。
蒙牛,0,不小心买了瓶蒙牛！罪过罪过……
洗发水,0,洗过头发头上还是油油的，没有那种很清爽的感觉！
平板,1,整体不错，不过屏幕中间好像可以按下去，不影响使用懒得换了，华为品控还要加强
计算机,1,配置对得起这个价格，运行稳定。大气。 到电脑城花了20分钟装了个GOUST版本XP3 该有的驱动都有了，意外！自己就从盘里装了个指纹！ 发货还算快3天到！
平板,1,超喜欢 双扬声器超叼 非常满意的一次购物
手机,0,机子不够稳定，会莫名地出现死机、重启等现象。滑盖滑下后会出现闭合不紧密的情况。来电接通时响应速度慢，要等两秒才能接通电话。视频短片只有15秒。发送短信按CLR取消后，有时会重启。不支持短信群发。无关机闹钟。拍摄出来的短片格式为MJP，电脑上缺少这种文件的相关软件，将视频送到电脑上没有用。支持SD卡，但放入大容量的SD卡，系统会变得非常缓慢。与电脑连机时，手机进入关机状态，拨打该手机会提示“不在服务区”内。自定义的GIF动态动画无法作为桌面或墙纸。
衣服,0,这**送快递员太慢了，**
衣服,0,邮成薄的了，而且还小！！日，怎么不能评零个星啊！！
平板,1,手感不错，发货很快
平板,0,屏幕有小亮点，退货了
水果,0,看的时候二十多，下单是时候居然变成59，59买三个火龙果！
蒙牛,0,再也不要吃！ 我日。。。蒙牛真是坑爹啊！
酒店,0,只是招待所而已，设施不怎么样，毛巾都是破的。而且我前一天洗的短裤和袜子挂在浴室里，退房的时候忘记了。结果再去问说没看见。就不了了之了。
平板,0,不满意！我本来选的是金色的竟给我发个银色的！！！
手机,0,"会自动关机,质量不行"
水果,0,唉，不好吃，没有味道没有味道没有味道，买到算我吃亏......
平板,0,服务很差，平板没贴膜，送的外壳很垃圾，不能保护背部。唯一5星只剩物流，确实很快。
酒店,1,酒店是5星级，但是感觉硬件上离5星还有那么一点差距，服务很好，性价比还是很高的。入住当天酒店的电脑系统出了问题，直到下午才办理了入住，但是酒店人员态度很好，很有耐心。我住的行政大床间，房间有一处设计比较奇怪，就是淋浴间和床只隔了一道透明玻璃，洗澡时从卫生间外面看得非常清楚......要是一个人住还好，我和我女朋友一起住的，弄得我们洗澡都不好意思用淋浴，只好在浴盆洗。不知道其他房间是不是这样。总的来说，考虑到价格因素的话名人酒店还是很不错的，下次来南京还会住这里。
水果,0,介绍是70mm苹果，实际12个苹果中就包装箱两头3～4个达标，里面的都特小！蒙骗消费者！
洗发水,1,囤货囤货，用够一年不是问题哈哈哈，每次都很喜欢这样的促销，也很划算，旅行装带去出差也很方便，好喜欢潘婷，一直用了5年了，很喜欢很赞，味道清香，用后头发也滑滑的不枯燥，很信赖的一个品牌
平板,1,给爷爷买的，感觉还行，没用过也不知道啥样，还是值的起那个价的，就是物流太慢?
水果,1,好好好好好好好好好好好好好好好好好好好好好好好好
衣服,1,裤子质量很好，店家推荐尺码很合适。我男朋友穿着很合适很帅气。推荐大家购买哦
酒店,0,一般般，隔音效果不好
计算机,1,加了一条内存，用起来没问题，装了xp系统，装了pro/e话三维图，很好很强大
衣服,0,和实品相差太大了
平板,1,屏幕大，大，大。重要的事说三遍！机子用着不错。发货速度也挺快的。
洗发水,0,京东的配送就这样吗？真是失望
水果,0,12个有10个是坏的，每个都有很多戳破的点点，这些小孔很多开始烂了，真像是老鼠的牙痕，大家看图吧，这样的货也能发出，跟客服反应让我退换货，这个退回去接着卖吗？网上买就是图方便，谁有陪你来回玩
衣服,0,实物与图片相差较大，质量差
洗发水,0,京东客服脑子有问题
酒店,0,房间插头坏的，电吹风也不好用。
衣服,0,上次送袜子，今天不送了，没诚信。
洗发水,0,差评！！！绝对的假货！！！稀的跟水一样！价格比超市还贵！！！
洗发水,0,一直都信赖京东的，可是这洗发水洗完头，一个晚上都痒得受不了，睡不着，差评，差评，必须差评！！！
平板,1,速度挺快的，华为品质杠杠的
水果,1,包装的挺好的，苹果味道还不错的。买了好几次了
书籍,1,"当今的社会因为工作的压力,让年轻的我们找到了不从生活琐事中孝敬父母的借口.其实古往今来哪个伟人不是一个大孝子,因为百善孝为先.孝是根本.把孝心存在心里不如把它落实到日常生活中.我爸爸是个老医生,他的一句话道出了现在的社现象,只有陪孩子看病的父母没有陪老人去医院的儿女.是啊,心寒哪,没有父母哪有我们.这本书唤醒了所有有孝心但没时间落实孝心的人们,孝心不能等待,从此时此刻做起吧."
水果,0,全是烂的，外边看不出来，一削皮，里边全是一大片黄色坏掉的，难受，这次的水果太差了，本来还挺信赖烟台红富士的，失望，唉
计算机,0,重！没有DVD－RW非常遗憾，所以搞系统盘我一共刻12张CD郁闷，电池电量少了些只有2个小时不到，有点可惜，vista非常慢，有点痛苦
书籍,0,我买了4本，硬着头皮看完第一本，就把四本都送人了。实在不喜欢。这本书有几大弊病：1，作者翻来覆去就在写那些尔虞我诈杀人如麻的官场斗争，可惜我对此毫无兴趣，我宁愿去看些后宫秘史之类，更有人情味的东西。2，叙事顺序混乱。一看而知是网上写出来的东西，重重叠叠，反反复复，看完后，我都搞不清楚那个事情先，那个事情后。3，文笔差。作者大约是得了某位武侠小说家的真传，文笔苍白，只有无数的感叹号让人过目难忘。不明白为什么这本书会受到追捧，是喜欢它的文笔，还是它所介绍的人斗技法要我书的人说是要给她正在上高中的儿子看，我心里格登了一下，有些不想给，怕误人子弟。
酒店,1,不错，比武汉的好多了。由于只住了一晚，没有过多的感受。只是服务员态度稍微欠佳。
计算机,0,没有XP  用起来很不方便的  自己装很麻烦   驱动程序还要自己下
水果,1,没有我想象的大，价格算起来和超市差不多。第一次在京东买苹果，还不知道好不好吃呢
洗发水,0,太撇了，以前重来没有头皮屑，洗了这个洗发水张头皮屑，头皮痒。最不满意的一次网购。
洗发水,0,没有吹风机，赠品送错了
水果,0,老板，麻烦你看下你邮寄的苹果的什么样子的，能吃嘛，垃圾商家啊，不新鲜水果，怎么吃，还烂了几个，退货
洗发水,0,包装不行，洗发液都露出来了，差评，最差的一次
洗发水,1,东西收到了，很好使用了，很好，跟超市一样一样的信任。京东
酒店,0,1.房间老旧，卫生间淋浴喷头是那种固定在墙上的，很不方便，喷头老化，水乱喷，不能碰，碰了会掉下来；2.前台直接办理的入住488元。住了一晚才发现电梯里贴着扫码官网预订便宜，但扫码后就是无法注册，问酒店，酒店说官网还在调试，活动还没开始！只能继续488！没开始为什么贴在电梯里？后来自己翻了携程，居然价格比前台便宜49元一晚，赶紧携程订了。但酒店坚持前一晚的只能按原价。3.前台办理入住和退房效率极低，态度冷漠; 4.自助早餐的青菜，估计没洗干净，吃了碜牙。
计算机,1,装系统一开始不太懂！有点麻烦知道了后！感觉很简单！！！不错！！！
洗发水,1,大品牌，京东卖正品，一直信任京东，我们这的快递小哥值得称赞，这么好的服务我只信京东。
衣服,0,衣服有很大异味，并且推荐码数极不合理，1.77米 74公斤买的2XL居然还小，真不值这个钱，还是去实体店现场买的好！
书籍,0,她是不可多得的成功的传媒人士为什么一定要写15字？对这本书来讲，没什么可写的哇？？
平板,1,用了很久才来评价，一切都好～开始系统没有更新时候好多软件都不能用，更新后就没问题了
衣服,0,质量很不错，无色差
洗发水,0,包装太垃圾缠绕膜都没有漏的到处都是其他东西也被污染了 伤心
计算机,1,太喜欢了。放弃了之前一直在用的笔记本。 每天在家和在外面就用它上网了。
水果,0,送货很准时 就是苹果太差了 给人感觉就是卖不出去的苹果 太差了
平板,0,垃圾，挂羊头卖狗肉。属于欺诈。页面上显示有送内存卡，之前特地问了一下客服，也说这一款有送内存卡。结果发来了没有内存卡，再问客服，说以实际为准。我靠，您说您怎么不发个砖头过来。
水果,0,太不新鲜了 3个全是坏的 根本没办法吃
计算机,0,唯一的不足，对于像我这样对电脑不大精通的人来说，就是它没装XP系统！
平板,1,还可以，物美价廉值得购买！
衣服,0,质量差，而且掉色很厉害
计算机,1,外观做工，外观我很喜欢，或者说我就是喜欢thinkpad的外观，做工扎实。 屏幕效果不错，比起另一台acer的LED屏，觉得颗粒感稍重，色彩表现也差一些，总体不错。键盘手感一如既往的好。散热也很好，用了很久，键盘也只感觉温，底部除了散热口部分，其他冰凉。
酒店,0,"前几天到江阴,住的是158的房间!房间设施非常不合理!小,非常特别以及及其的小!在这种地方要158实在是亏!而且个人感觉很脏(具体没看到什么,就是感觉很脏)建议还是找个别的地方住吧!158在江阴这种地方还是可以找到一些比较好的酒店的!"
洗发水,1,东西不错，一直用清扬。。也很好用。套装便宜了不少。下次还会光顾的。。
酒店,0,"按常理赣州饭店应该是赣州最好的宾馆,但我错了!它是我住过的最差的宾馆"
水果,1,直径没有80mm，质量2kg有，口感不错，甜度合适，甜、脆、实，水分足。
衣服,0,质量不怎么样，才穿两次腿腕的地方都掉色了
平板,1,屏幕很大，开机比较惊喜。，自己买的膜，刚刚贴上比较难贴，因为屏幕太大了。因为平时都是用的五寸的手机。
水果,0,差评 都不知道放了多久了 都焉了 还有就是不甜
计算机,1,赠原装包＋送散热器+瑞星杀毒软件；预装的linux系统直接del了，然后重新写mbr，安装xp系统一切瞬间搞定，哈哈 现在烤鸡中！
书籍,1,初次看《平凡的世界》是在初三那年，看完感触很深，后来又陆陆续续看了好几遍，总是让我深陷其中，以前买的都是盗版的，总有很多错误，而且还少情节，终于可以买一本正版的好书了，以后也会介绍给我的孩子看的，我们这一代，对农村的生活还是有感觉的，可现在的孩子根本不知道这些事，我想只有让这些好的描写农村作品的书能让孩子了解农民和农村。确实是一本值得买值得读的好书。
水果,1,个头刚好，不大不小。超好吃的。第一次在网上买水果，刚收到以为不好吃，没报太大希望，结果出乎意料，比水果店好吃太多了?。目前已经只剩下图片这几个了
书籍,0,我晕，我的订单包括这本书，订单的其它东东货有到手上，偏偏这本书给落了。
衣服,1,班尼路这牌子不错，质量很好，这价格也很实惠，买两件还可以有活动，一直都有关注这牌子的衣服，京东的东西就是不错，下次还会继续光顾的。
平板,1,用了一天还可以吧，不过电也费得挺快。
洗发水,1,看着不错，99这么多，看评价好多人说有假货，有点小怕，还没用，用了再来评价，希望满意。
计算机,1,比较小巧，白色的也漂亮。关掉蓝牙和摄像头，电池可以用5个小时不到。
洗发水,0,从使用效果来说，很差，跟以前用的一点都不同，以前的洗一次管三天，这个最多只管半天。为了对比，专门买了一个路边摊的假潘婷，结果都比这个稍好点。所以推测有两种可能，一：潘婷的产品不行了，二：这是假货。不会再买。
水果,1,不错，收到的时候还是凉的，脆脆的，苹果味儿很足
酒店,0,说是五星，服务差的没话说，check in速度慢的跟乌龟一样；订的至尊房，能享受下午茶，但酒店全程没有一人说，要不是朋友订房的时候问了至尊跟别的有啥区别服务员才支支吾吾说了都还不知道；两点去下午茶酒廊，什么都没有，呵呵；更绝的是朋友房间的床单还有滩干掉的血～
衣服,1,很不错，一直都在穿这款，各种颜色都有
酒店,0,我在9月19日入住的，本来在携程网上预定了3天，但是酒店的前台在我入住的时候，都没有问我要住几天就开了一个一天的票给我。当时真是非常的生气。也没有计较，就住进去了，22日离开的。结果回来携程通知我我只完成了1天的入住，只给我1天的积分。郁闷！入住当晚，酒店就进了一个团队，打麻将打倒3点多钟，吵得难以入睡。而且酒店的位置在张家界森林公园，游览武陵源风景区不是很方便。
计算机,0,"静音快捷键不灵,有时是静音,有时打开的是IE浏览器,触摸屏烫手,上面可以煎鸡蛋,京东人做生意很不老实,GL40的芯片组不标出来,以为是G45,感觉真的在受骗,GL40垃圾中的垃圾,典型的入门型笔记本!"
水果,0,合下来*一斤了，苹果却很小，无光泽，外观也不好看，反正不是红的，难看死了。很不值这个价，超市里*的也比这个好太多吧，两个字，差劲！！！！
衣服,1,裤子质量不错非常好，面料也厚实，尺码很合身
洗发水,0,打开盖子闻了下就感觉不对，是不是假货啊，在京东上买了这么多年的沙宣，这次的这个味明显不对
衣服,0,有点小，而且颜色也不对
衣服,1,好，很好，非常好。唯一可惜的是同款式颜色不齐全。
平板,0,说真心话，这个平板真心不咋滴，标注32G内存，实际只有24G好多内置软件卸载不了，还天天提示让更新，电池超垃圾的，开着无线热点，屏幕关机，基本上七八个小时就没电了，送的乐视会员更是个坑，内容少不说，还**的必须要电话，通讯录权，位置，相机，短信等权限，要不用不了，垃圾，垃圾，垃圾
平板,1,很好，屏幕很大，就是相机识别率不高，反正也不拍照，给婆婆看电视用足足够了
洗发水,1,货已收到，但是还没使用，用后再评论
衣服,1,嗯，还可以。很简洁干净。喜欢素色的衣服，不花哨！好评
平板,1,产品收到了，很漂亮的机子，好喜欢，颜色也很漂亮，物流很快，快递小哥态度很好 。?
平板,1,习惯好评，使用后不满意的话会追加评论的
水果,1,品质有保障，物流服务好，现在家里的东西能在京东买的绝不去其他地方了。
平板,1,华为，全家的信赖，大屏更好用，赞
衣服,0,一般般吧 不怎么透气
平板,0,我是五月三十一号买的华为手机，才用半个月，手机出现了问题，反应慢，手机有电屏上也要显示红灯。手机质量不行
平板,1,今天刚拿到挺不错的哦很喜欢
衣服,0,裤子颜色和照片颜色有一定的色差，裤子后布袋的扣掉了一半漆。
洗发水,0,东西用了，感觉像假的，没有海飞丝的好，用了后，头发是很顺，但是头发刚刚干就发痒， 还有说送卷发梳的也没送
衣服,0,穿着很不舒服，色差也大！已经没穿了！
水果,0,上次还不错这次有些过分，坏了很久的东西还装上
水果,0,个子没有说的那么大，比较小，而且还有好几个碰伤严重的，重量不够。太坑，不值得买，贵了。下次不会再买了。
酒店,0,环境吵闹，服务不周到，态度不和谐
计算机,1,看上去挺好的，没感觉现在换了联想有什么大的变化。不过帮人买的，也不是我用就是了
蒙牛,1,我好喜欢蒙牛的广告
书籍,1,是本很有趣的书，充满童趣的童年令人忍俊不禁，也使人怀念起自己的童年时光。如果说有什么可以留住飞逝的时间的话，只有文字了。本书生动活泼的语言描写了两个可爱的小学生的种种趣事，让人开怀。侯文咏的几本书我都看了，但我觉的最有趣的是那本《大医院和小医师》真的会让你笑翻天。据说这本书还被拍成电视剧，那一定是非常搞笑的一部电视剧。我喜欢。
衣服,0,裤子好差劲，要沾毛，真是无语了还那么贵。
平板,0,收到货屏幕是坏的，而且我看没有超过7天包退的时间范围，，就先找的商品客服，商品客服让我找京东客服，找了京东客服，京东客服又要我找商品客服，，结果就是屏幕不在三包范围内，不能退，不能换，也不帮修，，，，
洗发水,1,生产日期看不到只有裸瓶，也没有外包装。使用日期在标签下面有，用过一次感觉还可以
水果,1,口感还不错，有不好的，京东的快递小哥都拿走，折现退钱了
